Date,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2016-01-31,-0.10709331942202138,-0.034979835149326344,-0.08854395362476253,-0.05697041443017836,-0.03712322533363899,0.005347757092580396,-0.0639429344509932,0.04944545815006518,-0.07718999985931507,-0.05181767084490674
2016-02-29,0.07815312186663959,-0.02800235190357192,-0.029005423078261927,0.042607993416315715,-0.006546997115361108,0.003151989024045232,0.0047960174103527375,0.01937474721401311,-0.0036103286985171845,0.004453502902011186
2016-03-31,0.07573094190561269,0.10165946346630816,0.07159144491124647,0.06973567149442328,0.08821646622685031,0.04738353265175732,0.10697128729175964,0.07976471696098097,0.027074786682947938,0.06697447383870125
2016-04-30,0.051104442822641705,0.09064442400138129,0.03600023077232861,0.012439529381076397,-0.0502700374445908,-0.014323512328756727,-0.024253631502652362,-0.024183542347655185,0.029654279135666872,0.0012638937830882213
2016-05-31,-0.0033968005055295958,-0.009333196595711413,0.018875588824468936,-0.004273708467081083,0.04889623910771257,0.00688323953917358,0.017208320502446917,0.015076289348352256,0.022352693565557136,0.0005054342223804742
2016-06-30,-0.00784584162316071,0.027206721226524566,-0.03232705561645455,0.007131313294254982,-0.013778190985707095,0.05358544158261069,0.06100574936030845,0.07628035864301141,0.009091871390891848,-0.011395471980422345
2016-07-31,0.05071146645930913,-0.012602397045782698,0.034558099912896934,0.03624393082296984,0.0710170376049859,-0.008159336071356216,0.0323907717925076,-0.006670157042991454,0.048668228961392224,0.04560573528166212
2016-08-31,-0.0026696159420823706,0.016770757300685224,0.03847785471232856,0.009475958850859945,0.011625487231067932,-0.0058503071137600005,-0.037430051463795744,-0.05544943140891756,-0.032446906090438876,-0.012987217726787792
2016-09-30,-0.0116116751938532,0.03688213115256955,-0.02801767922242715,0.0018614557556844158,0.021018245398609192,-0.015455548096420468,-0.013087731200758457,0.003611139347319714,-0.005096259441517592,-0.0026661297698629127
2016-10-31,-0.02094198614394016,-0.028182855895511172,0.022797938867394896,-0.020040835645634525,-0.007534932797440552,-0.0077052028384116955,-0.055538623462373815,0.008981274003443174,-0.0658717414095018,-0.024238218682791857
2016-11-30,0.0682348514442821,0.08466881478390387,0.14032424398537158,0.09089297236736305,0.0016872903402249673,-0.04204560619226805,-0.030371581146281135,-0.05421786183724886,0.020635742009241342,0.04801555944618485
2016-12-31,0.0017666621508014568,0.017307747895949133,0.03756459162001846,0.0030608687012818603,0.022598384159381313,0.029966173342868885,0.04346599181066613,0.048988156888667866,0.007162607807656762,0.0003904933920069187
2017-01-31,0.045472620566830324,-0.032129667562437736,0.0025800545547547404,0.01864346203639422,0.03556652797169679,0.01701765604062966,-0.00130067349241747,0.012558922537541095,0.022918191598427784,0.04213746181559008
